source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
cnn,Zelensky dismissed his right-hand man. Is he weaker or stronger now?,"Since before the start of Russia’s full-scale invasion, he was rarely far from Volodymyr Zelensky’s side, whether welcoming foreign dignitaries to Kyiv, or...","Since before the start of Russias full-scale invasion, he was rarely far from Volodymyr Zelenskys side, whether welcoming foreign dignitaries to Kyiv, or accompanying the Ukrainian president abroad o… [+5885 chars]",2025-11-29T05:58:34Z,https://www.cnn.com/2025/11/29/europe/zelensky-yermak-right-hand-man-latam-intl,Left-Center,USA,Positive,0.4939,0.177,0.072,0.75,2,Topic_2,since start russias fullscale invasion rarely far volodymyr zelenskys side whether welcoming foreign dignitaries kyiv accompanying ukrainian president abroad chars,
cnn,Trump says he will pardon former Honduran president serving sentence in drug-trafficking case | CNN Politics,"President Donald Trump said Friday he intends to grant a “full and complete pardon” to former Honduran President Juan Orlando Hernández, a move that would erase a major US drug-trafficking conviction for a onetime US ally who is currently serving a 45-year fe…","President Donald Trump said Friday he intends to grant a full and complete pardon to former Honduran President Juan Orlando Hernández, a move that would erase a major US drug-trafficking conviction f… [+3803 chars]",2025-11-29T01:00:32Z,https://www.cnn.com/2025/11/28/politics/trump-honduran-president-juan-orlando-hernandez-pardon,Left-Center,USA,Positive,0.6249,0.109,0.0,0.891,2,Topic_2,president donald trump said friday intends grant full complete pardon former honduran president juan orlando hernández move would erase major drugtrafficking conviction chars,
cnn,Thousands of passenger planes need to be fixed to avoid pilots losing control during a solar storm | CNN,Thousands of the most popular passenger aircraft in the world need emergency maintenance to protect from a problem that injured passengers and caused an emergency landing last month.,"Thousands of the most popular passenger aircraft in the world need immediate maintenance to protect from a problem that injured passengers and caused an emergency landing last month.
Airbus found in… [+2492 chars]",2025-11-28T21:28:07Z,https://www.cnn.com/2025/11/28/us/a320-series-fixes,Left-Center,USA,Negative,-0.8275,0.1,0.27,0.631,2,Topic_2,thousands popular passenger aircraft world need immediate maintenance protect problem injured passengers caused emergency landing last month airbus found chars,
cnn,"US military carried out second strike killing survivors on a suspected drug boat that had already been attacked, sources say","The US military carried out a follow-up strike on a suspected drug vessel operating in the Caribbean on September 2 after an initial attack did not kill everyone on board, sources familiar with the matter told CNN.","The US military carried out a follow-up strike on a suspected drug vessel operating in the Caribbean on September 2 after an initial attack did not kill everyone on board, sources familiar with the m… [+5811 chars]",2025-11-28T18:19:20Z,https://www.cnn.com/2025/11/28/politics/us-military-second-strike-caribbean,Left-Center,USA,Negative,-0.8876,0.073,0.262,0.665,2,Topic_2,military carried followup strike suspected drug vessel operating caribbean september initial attack kill everyone board sources familiar chars,
cnn,Elderly Austrian nuns who broke back into their convent will be allowed to stay. But there are conditions,"Three months after a trio of octogenarian nuns broke out of their nursing home and back into their former convent, the Catholic Church has confirmed that...","When three octogenarian nuns fled their nursing home and broke back into their former convent in Salzburg, Austria, they became overnight stars.
Almost every major news outlet covered them. They gai… [+2514 chars]",2025-11-28T16:32:09Z,https://www.cnn.com/2025/11/28/europe/austrian-nuns-convent-stay-conditions-intl-scli,Left-Center,USA,Negative,-0.6808,0.0,0.12,0.88,2,Topic_2,three octogenarian nuns fled nursing home broke back former convent salzburg austria became overnight stars almost every major news outlet covered gai chars,
cnn,Could this finally be Sears’ last Black Friday? | CNN Business,"Sears, once America’s largest and most important retailer, could very be going into its last Christmas shopping season.","Sears, once Americas largest and most important retailer, could very be going into its last Christmas shopping season.
The Sears chain had 2,000 stores as recently as 20 years ago and more than 200 … [+5528 chars]",2025-11-28T10:31:47Z,https://www.cnn.com/2025/11/28/business/sears-black-friday-holiday-shopping-season,Left-Center,USA,Positive,0.2716,0.072,0.0,0.928,3,Topic_3,sears americas largest important retailer could going last christmas shopping season sears chain stores recently years ago chars,
cnn,Lane Kiffin has had the college football world on the edge of its seat for years. The latest drama unfolds this weekend,ESPN analyst Paul Finebaum once compared him to Miley Cyrus and the late Oakland Raiders owner Al Davis called him a “flat-out liar.’’,"ESPN analyst Paul Finebaum once compared him to Miley Cyrus and the late Oakland Raiders owner Al Davis called him a flat-out liar.
Tennessee students torched T-shirts and mattresses after he left f… [+8116 chars]",2025-11-28T10:00:58Z,https://www.cnn.com/2025/11/28/sport/football-ncaa-lane-kiffin-future,Left-Center,USA,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,espn analyst paul finebaum compared miley cyrus late oakland raiders owner davis called flatout liar tennessee students torched tshirts mattresses left chars,
cnn,Ukraine anti-corruption police raids the home of Zelensky’s top adviser,"Ukraine’s anti-corruption authorities said on Friday they were searching the home of Andriy Yermak, the top aide to Ukraine’s President Volodymyr Zelensky.","Ukraines anti-corruption authorities said on Friday they were searching the home of Andriy Yermak, the top aide to Ukraines President Volodymyr Zelensky.
Officially the chief of staff to the preside… [+1375 chars]",2025-11-28T09:13:11Z,https://www.cnn.com/2025/11/28/world/andriy-yermak-ukraine-corruption-raid-intl,Left-Center,USA,Positive,0.3818,0.107,0.0,0.893,2,Topic_2,ukraines anticorruption authorities said friday searching home andriy yermak top aide ukraines president volodymyr zelensky officially chief staff preside chars,
cnn,"Hong Kong apartment block fire death toll jumps to 128, officials warn could rise further","The number of people killed in Hong Kong’s devastating apartment complex fire has risen to 128, officials said Friday.","The number of people killed in Hong Kongs devastating apartment complex fire has risen to 128, officials said Friday.
Hong Kong Secretary for Security Chris Tang warned during a press conference Fri… [+327 chars]",2025-11-28T07:44:54Z,https://www.cnn.com/2025/11/28/asia/hong-kong-fire-toll-intl-hnk,Left-Center,USA,Negative,-0.9661,0.026,0.444,0.53,0,Topic_0,number people killed hong kongs devastating apartment complex fire risen officials said friday hong kong secretary security chris tang warned press conference fri chars,
cnn,Trump says US land action against alleged drug trafficking networks in Venezuela will start ‘very soon’ | CNN Politics,"President Donald Trump suggested Thursday that the United States is preparing to take new action against alleged drug trafficking networks in Venezuela, telling service members during a Thanksgiving call that efforts for strikes in land will be starting “very…","President Donald Trump suggested Thursday that the United States is preparing to take new action against alleged drug trafficking networks in Venezuela, telling service members during a Thanksgiving … [+2548 chars]",2025-11-28T01:59:52Z,https://www.cnn.com/2025/11/27/politics/trump-says-us-land-action-in-venezuela-very-soon,Left-Center,USA,Positive,0.0772,0.047,0.042,0.911,2,Topic_2,president donald trump suggested thursday united states preparing take new action alleged drug trafficking networks venezuela telling service members thanksgiving chars,
cnn,Israeli ​military kills two men in West Bank following ‘surrender procedure’ | CNN,"Israeli authorities are reviewing an incident in Jenin in the occupied West Bank, in which soldiers shot two people.","Israeli authorities are reviewing an incident in Jenin in the occupied West Bank, in which soldiers shot two people following a surrender procedure, according to a joint statement by a military spoke… [+2280 chars]",2025-11-27T23:24:24Z,https://www.cnn.com/2025/11/27/middleeast/jenin-west-bank-israeli-military-men-killed-intl-latam,Left-Center,USA,Negative,-0.5423,0.0,0.104,0.896,2,Topic_2,israeli authorities reviewing incident jenin occupied west bank soldiers shot two people following surrender procedure according joint statement military spoke chars,
cnn,"National Guard members, US Army Specialist Sarah Beckstrom and US Air Force Staff Sgt. Andrew Wolfe, are fighting for their lives following the Washington, DC shooting","National Guard members, US Army Specialist Sarah Beckstrom and US Air Force Staff Sgt. Andrew Wolfe, are fighting for their lives following the Washington, DC shootingcnn.com","Martinsburg, West Virginia
  — 
President Donald Trump said Thursday that US Army Spc. Sarah Beckstrom, one of the National Guard members shot in Washington, DC, on Wednesday, has died.
Sarah Beck… [+3439 chars]",2025-11-27T23:22:04Z,https://www.cnn.com/2025/11/27/us/sarah-beckstrom-andrew-wolfe-national-guard,Left-Center,USA,Negative,-0.6124,0.0,0.091,0.909,4,Topic_4,martinsburg west virginia president donald trump said thursday army spc sarah beckstrom one national guard members shot washington wednesday died sarah beck chars,
cnn,Scientists find evidence that asteroid contains tryptophan...,"An essential amino acid that is mistakenly believed to cause drowsiness after eating turkey has been found in an asteroid for the first time, giving scientists clues to the origin of life on Earth.","Tryptophan, the essential amino acid behind the Thanksgiving myth that eating turkey can make you sleepy, has been found to exist on Bennu, a small asteroid that swings by our planet about every six … [+7562 chars]",2025-11-27T18:00:14Z,https://www.cnn.com/2025/11/27/science/tryptophan-asteroid-bennu-nasa-sample,Left-Center,USA,Positive,0.0516,0.055,0.05,0.894,2,Topic_2,tryptophan essential amino acid behind thanksgiving myth eating turkey make sleepy found exist bennu small asteroid swings planet every six chars,
cnn,Mother was taken into ICE custody. Then public learned of her family tie to White House...,"Bruna Ferreira came to the US from Brazil as a child, and by all accounts, lived a life like any American: playing on the high school tennis team, getting married and divorced, building a small business and helping raise her son.","Bruna Ferreira came to the US from Brazil as a child, and by all accounts, lived a life like any American: playing on the high school tennis team, getting married and divorced, building a small busin… [+5674 chars]",2025-11-27T14:00:13Z,https://www.cnn.com/2025/11/26/politics/ice-karoline-leavitt-family-detained,Left-Center,USA,Positive,0.6705,0.113,0.0,0.887,2,Topic_2,bruna ferreira came brazil child accounts lived life like american playing high school tennis team getting married divorced building small busin chars,
cnn,"Bamboo scaffolding, a centuries-old technique, comes under scrutiny after Hong Kong’s deadliest fire in decades",The Hong Kong residential towers engulfed by smoke and flames on Wednesday were surrounded by an ancient construction material familiar to anyone who’s spent...,The Hong Kong residential towers engulfed by smoke and flames on Wednesday were surrounded by an ancient construction material familiar to anyone whos spent time in the one of the worlds most densely… [+6505 chars],2025-11-27T13:04:40Z,https://www.cnn.com/2025/11/27/world/bamboo-scaffolding-scrutiny-hong-kong-fire-intl-hnk,Left-Center,USA,Negative,-0.34,0.0,0.061,0.939,0,Topic_0,hong kong residential towers engulfed smoke flames wednesday surrounded ancient construction material familiar anyone whos spent time one worlds densely chars,
cnn,"Live updates: Washington, DC, shooting, Trump vows immigration crackdown after two National Guard members shot","President Donald Trump has asked for 500 more National Guard troops to be deployed to Washington, DC, following the shooting of two guardsmen. The suspect is in custody and the investigation continues. Follow for live updates.","Rahmanullah Lakanwal, who has been identified by authorities as the suspect in the shooting, came to the US in 2021 under a program implemented by the Biden administration following the US military w… [+2189 chars]",2025-11-27T12:10:06Z,https://www.cnn.com/us/live-news/washington-dc-shooting-national-guard-members-11-27-25,Left-Center,USA,Negative,-0.296,0.0,0.042,0.958,4,Topic_4,rahmanullah lakanwal identified authorities suspect shooting came program implemented biden administration following military chars,
cnn,Post-Thanksgiving cross-country winter storm could wreck travel as it brings the most widespread snow of the season,Holiday travelers in the United States avoiding widespread disruptive weather ahead of Thanksgiving might not be so fortunate during their post-holiday...,"Holiday travelers in the United States avoiding widespread disruptive weather ahead of Thanksgiving might not be so fortunate during their post-holiday journeys.
A new storm that will first impact t… [+5670 chars]",2025-11-27T09:28:44Z,https://www.cnn.com/2025/11/26/weather/thanksgiving-travel-weekend-snow-climate,Left-Center,USA,Positive,0.3902,0.189,0.156,0.655,3,Topic_3,holiday travelers united states avoiding widespread disruptive weather ahead thanksgiving might fortunate postholiday journeys new storm first impact chars,
cnn,Live updates: Washington DC shooting leaves two National Guardsmen dead | CNN,"Two members of the West Virginia National Guardsmen were shot dead in Washington, DC, today, according to the state’s governor. Follow for live updates.","Two National Guardsmen were shot in Washington, DC, on Wednesday, according to Homeland Security Secretary Kristi Noem.
The shooting occurred in downtown Washington, DC, on Wednesday, according to a… [+332 chars]",2025-11-26T20:31:11Z,https://www.cnn.com/us/live-news/shooting-washington-dc-national-guard-11-26-25,Left-Center,USA,Negative,-0.8625,0.0,0.207,0.793,4,Topic_4,two national guardsmen shot washington wednesday according homeland security secretary kristi noem shooting occurred downtown washington wednesday according chars,
cnn,Easter Island quarry reveals how Polynesians made enigmatic stone statues,Archaeologists studied hundreds of unfinished stone heads in a quarry on Easter Island to better understand how they were constructed and the society that...,Archaeologists say a 3D model of a centuries-old quarry of unfinished stone head statues on Easter Island offers new clues about how these monuments were made and the Polynesian society that brought … [+7134 chars],2025-11-26T20:13:47Z,https://www.cnn.com/2025/11/26/science/easter-island-stone-statues-rapa-nui,Left-Center,USA,Positive,0.4404,0.083,0.0,0.917,2,Topic_2,archaeologists say model centuriesold quarry unfinished stone head statues easter island offers new clues monuments made polynesian society brought chars,
cnn,"Multiple people shot in Washington, DC, including at least one National Guardsman | CNN Politics","Multiple people were shot in Washington, DC, on Wednesday, including at least one member of the US National Guard, according to a source familiar with the early reports.","Several people were shot in Washington, DC, on Wednesday, including at least one member of the US National Guard, according to a source familiar with the early reports and a law enforcement official.… [+669 chars]",2025-11-26T19:56:22Z,https://www.cnn.com/2025/11/26/politics/national-guard-shooting-washington-dc,Left-Center,USA,Neutral,0.0,0.0,0.0,1.0,4,Topic_4,several people shot washington wednesday including least one member national guard according source familiar early reports law enforcement official chars,
cnn,Georgia prosecutor kills the historic racketeering case against Trump and allies | CNN Politics,"A Georgia prosecutor on Wednesday officially dropped the historic racketeering case against President Donald Trump and others for attempting to overturn the 2020 presidential election, closing the chapter in a legal effort once seen as a grave threat to Trump…","A Georgia prosecutor on Wednesday officially dropped the historic racketeering case against President Donald Trump and others for attempting to overturn the 2020 presidential election, closing the ch… [+2541 chars]",2025-11-26T15:46:35Z,https://www.cnn.com/2025/11/26/politics/georgia-prosecutor-drops-trump-election-interference-case,Left-Center,USA,Negative,-0.8402,0.026,0.167,0.807,2,Topic_2,georgia prosecutor wednesday officially dropped historic racketeering case president donald trump others attempting overturn presidential election closing chars,
cnn,Trump wants Americans to make more babies. Critics say his policies won’t help raise them | CNN,"The administration’s embrace of the pronatalist movement often doesn’t include support for programs traditionally associated with the health and well-being of women, children, and families.",Maddy Olcott plans to start a career once she graduates from college. But the junior at the State University of New York-Purchase College is so far not planning to start a family even with the Trump … [+10096 chars],2025-11-26T15:12:08Z,https://www.cnn.com/2025/11/26/health/pronatalist-movement-families-kff-health-news,Left-Center,USA,Positive,0.6395,0.163,0.053,0.784,2,Topic_2,maddy olcott plans start career graduates college junior state university new yorkpurchase college far planning start family even trump chars,
cnn,Colombian president says oil 'at the heart of' US pressure campaign...,"As US military activity ramps up in the Caribbean and the Pacific, Colombia’s president alleged the Trump administration’s pressure campaign on Venezuela is more about accessing the South American country’s oil than fighting drug trafficking.","As US military activity ramps up in the Caribbean and the Pacific, Colombias president alleged the Trump administrations pressure campaign on Venezuela is more about accessing the South American coun… [+5540 chars]",2025-11-26T14:00:17Z,https://www.cnn.com/2025/11/26/americas/colombia-petro-venezuela-oil-us-latam-intl,Left-Center,USA,Negative,-0.7096,0.0,0.138,0.862,2,Topic_2,military activity ramps caribbean pacific colombias president alleged trump administrations pressure campaign venezuela accessing south american coun chars,
cnn,"Live updates: Hong Kong tower blocks fire, at least 36 dead",At least 36 people have been killed after fire spread across multiple high-rise apartment buildings in a Hong Kong housing complex. Follow for live updates,"An apartment complex in Hong Kongs Tai Po neighborhood caught fire just before 3 p.m. local time, killing at least 13 people and injuring dozens more.
Heres what we know so far.
Firefighters battli… [+1606 chars]",2025-11-26T12:47:58Z,https://www.cnn.com/world/live-news/hong-kong-tai-po-buildings-fire-11-26-25,Left-Center,USA,Negative,-0.9382,0.0,0.341,0.659,0,Topic_0,apartment complex hong kongs tai neighborhood caught fire local time killing least people injuring dozens heres know far firefighters battli chars,
fox-news,Minnesota judge under fire for tossing $7.2M taxpayer-fraud conviction tied to alleged ‘lavish lifestyle’,"Minnesota judge Sarah West sparks controversy after overturning jury's guilty verdict in $7.2 million Medicaid fraud case, citing insufficient evidence.","A judge in Minnesota is facing heat after she overturned a guilty verdict for two people convicted in a $7.2 million fraud scheme that involved taxpayer money.
Abdifatah Yusuf and his wife Lul Ahmed… [+4014 chars]",2025-12-01T17:36:30Z,https://www.foxnews.com/us/minnesota-judge-under-fire-tossing-7-2m-taxpayer-fraud-conviction-tied-alleged-lavish-lifestyle,Right,USA,Negative,-0.8126,0.039,0.222,0.739,2,Topic_2,judge minnesota facing heat overturned guilty verdict two people convicted million fraud scheme involved taxpayer money abdifatah yusuf wife lul ahmed chars,
fox-news,Travelers stranded in midair as sky-dining platform freezes in major mishap: See the video,"A family and an employee were stranded 120 feet in the air for four hours at a sky-dining attraction in Kerala, India. After the malfunction, firefighters were finally able to rescue everyone.","A sky-dining attraction in Kerala, India, malfunctioned over the weekend leaving a family and a staff member stranded about 120 feet above the ground.
The crane-operated dining experience, which lif… [+2125 chars]",2025-12-01T17:28:04Z,https://www.foxnews.com/lifestyle/travelers-stranded-midair-sky-dining-platform-freezes-major-mishap-see-video,Right,USA,Positive,0.7351,0.13,0.023,0.847,2,Topic_2,skydining attraction kerala india malfunctioned weekend leaving family staff member stranded feet ground craneoperated dining experience lif chars,
fox-news,Real Apple support emails used in new phishing scam,"Scammers nearly stole an Apple account by exploiting the support system with authentic-looking tickets and phone calls, users can protect themselves with safety steps.",A new phishing scam is getting a lot of attention because it uses real Apple Support tickets to trick people into giving up their accounts. Broadcom's Eric Moret shared how he nearly lost his entire … [+7788 chars],2025-12-01T17:27:21Z,https://www.foxnews.com/tech/real-apple-support-emails-used-new-phishing-scam,Right,USA,Positive,0.4939,0.243,0.149,0.608,2,Topic_2,new phishing scam getting lot attention uses real apple support tickets trick people giving accounts broadcoms eric moret shared nearly lost entire chars,
fox-news,Oxford debate society leader who celebrated Charlie Kirk's shooting now apologizing to his family,Oxford Union's former president-elect George Abaraonye apologized to Charlie Kirk's family after celebrating the shooting of the conservative speaker.,"The former president-elect of the Oxford Union, the debating society at the University of Oxford, is apologizing to Charlie Kirks family after previously celebrating Kirks death. 
After Kirks assass… [+2371 chars]",2025-12-01T17:16:19Z,https://www.foxnews.com/media/oxford-debate-society-leader-who-celebrated-charlie-kirks-shooting-now-apologizing-his-family,Right,USA,Positive,0.8555,0.242,0.033,0.725,2,Topic_2,former presidentelect oxford union debating society university oxford apologizing charlie kirks family previously celebrating kirks death kirks assass chars,
fox-news,DSA-linked DC councilmember mounts mayoral bid to succeed Bowser,Washington D.C. Coucilmember Janeese Lewis George has mounted a mayoral bid following current Mayor Muriel Bowser's announcement that she will not seek another term,"A D.C. Councilmember with ties to the Democratic Socialists of America (DSA) has announced a bid for mayor of the nation's capital.
Councilmember Janeese Lewis George issued a statement on Monday th… [+2108 chars]",2025-12-01T17:09:37Z,https://www.foxnews.com/politics/dsa-linked-dc-councilmember-mounts-mayoral-bid-succeed-bowser,Right,USA,Positive,0.4939,0.094,0.0,0.906,2,Topic_2,councilmember ties democratic socialists america dsa announced bid mayor nations capital councilmember janeese lewis george issued statement monday chars,
fox-news,Freedom Caucus joins progressives in rare bipartisan push targeting 'insane' federal laws,The House is expected to consider a bill this week aimed at overhauling the U.S. criminal justice system.,"An unlikely alliance in the House of Representatives is seeking to reform the U.S. criminal justice system.
The House is expected to consider a bill this week that would force the federal government… [+2991 chars]",2025-12-01T17:08:05Z,https://www.foxnews.com/politics/freedom-caucus-joins-progressives-rare-bipartisan-push-targeting-insane-federal-laws,Right,USA,Positive,0.6369,0.205,0.092,0.703,3,Topic_3,unlikely alliance house representatives seeking reform criminal justice system house expected consider bill week would force federal government chars,
fox-news,NATO considers ‘more aggressive’ response to Russia’s hybrid threats,"NATO considers 'more aggressive' stance against Russia's hybrid warfare, including pre-emptive cyber operations, as tensions escalate over sabotage.","Tensions between NATO and Russia sharpened Monday after the alliances top military commander said member states are considering whether they must become ""more aggressive"" in confronting Moscows hybri… [+4260 chars]",2025-12-01T17:06:58Z,https://www.foxnews.com/world/nato-considers-more-aggressive-response-russias-hybrid-threats,Right,USA,Negative,-0.8999,0.0,0.371,0.629,2,Topic_2,tensions nato russia sharpened monday alliances top military commander said member states considering whether must become aggressive confronting moscows hybri chars,
fox-news,A Season of Hope: T2T's Gift of Independence and Dignity for Injured Heroes,Tunnel to Towers Chairman Frank Siller joins Abby Hornacek to spotlight the foundation’s Season of Hope—a holiday mission delivering 50 mortgage-free homes to severely injured heroes and their families. Siller shares how T2T’s Smart Home Program restores inde…,"In an inspiring interview with Fox Nation host Abby Hornacek, Frank Siller, Chairman and CEO of the Tunnel to Towers Foundation, shared the organization's holiday initiative, Season of Hope, and its … [+1535 chars]",2025-12-01T17:03:02Z,https://www.foxnews.com/us/season-hope-t2ts-gift-independence-dignity-injured-heroes,Right,USA,Positive,0.9382,0.349,0.118,0.533,3,Topic_3,inspiring interview fox nation host abby hornacek frank siller chairman ceo tunnel towers foundation shared organizations holiday initiative season hope chars,
fox-news,"Robert Irwin stunned by America’s support on ‘DWTS,’ admits he was scared to bare his 'heart and soul'","Robert Irwin expresses gratitude to America after winning ""Dancing with the Stars"" Season 34 with partner Witney Carson, earning the Mirrorball Trophy.","Robert Irwin is thankful for America's response to him on ""Dancing with the Stars.""
In an interview with Men's Health, the 22-year-old Australian wildlife conservationist who took home the Mirrorbal… [+3463 chars]",2025-12-01T16:47:51Z,https://www.foxnews.com/entertainment/robert-irwin-stunned-americas-support-dwts-admits-he-scared-bare-his-heart-soul,Right,USA,Positive,0.8074,0.232,0.086,0.681,2,Topic_2,robert irwin thankful americas response dancing stars interview mens health yearold australian wildlife conservationist took home mirrorbal chars,
fox-news,"Brian Walshe defense says he found wife dead in bed, denies uncovering affair as murder trial begins",Brian Walshe pleads guilty to misleading police but still faces murder charges in wife's disappearance case involving alleged dismemberment plot.,"The murder trial of a convicted Massachusetts fraudster accused of killing his wife after learning of an affair kicked off Monday, with prosecutors delivering an opening statement that began shortly … [+2544 chars]",2025-12-01T16:47:35Z,https://www.foxnews.com/us/brian-walshe-defense-says-he-found-wife-dead-bed-denies-uncovering-affair-murder-trial-begins,Right,USA,Negative,-0.959,0.025,0.402,0.573,2,Topic_2,murder trial convicted massachusetts fraudster accused killing wife learning affair kicked monday prosecutors delivering opening statement began shortly chars,
fox-news,Trump mocks CBS reporter on Air Force One as he defends MRI results,President Donald Trump hit back at CBS journalist Weijia Jiang during an Air Force One gaggle on Sunday as the journalist confronted him on his MRI results.,"President Donald Trump jabbed at CBS journalist Weijia Jiang on Sunday during an Air Force One gaggle, as the reporter pressed the president on what part of the body he had an MRI on.
""I have no ide… [+2587 chars]",2025-12-01T16:30:54Z,https://www.foxnews.com/media/president-trump-jabs-cbs-reporter-air-force-one-he-defends-mri-results,Right,USA,Negative,-0.5859,0.0,0.112,0.888,2,Topic_2,president donald trump jabbed cbs journalist weijia jiang sunday air force one gaggle reporter pressed president part body mri ide chars,
fox-news,Aaron Rodgers acknowledges 'boo-worthy performance' as Steelers' loss enrages fans,"Pittsburgh Steelers quarterback Aaron Rodgers summed up his performance in a 26-7 loss to the Buffalo Bills on Sunday, agreeing with fans' frustrations.","Aaron Rodgers had a rough time against the Buffalo Bills on Sunday.
Rodgers, already playing with a broken left wrist, was forced to take snaps in the pistol or shotgun formations and was given a bl… [+1926 chars]",2025-12-01T16:10:54Z,https://www.foxnews.com/sports/aaron-rodgers-acknowledges-boo-worthy-performance-steelers-loss-enrages-fans,Right,USA,Negative,-0.7906,0.06,0.261,0.678,2,Topic_2,aaron rodgers rough time buffalo bills sunday rodgers already playing broken left wrist forced take snaps pistol shotgun formations given chars,
fox-news,"Nikki Haley’s son urges GOP to step in as Gen Z reaches breaking point on jobs, housing","Nikki Haley's son slams Republican leaders as a 'glorified nursing home' over Gen Z's economic struggles, including record unemployment and a housing affordability crisis.","Former U.N. Ambassador Nikki Haley's son Nalin Haley on Monday accused Republicans of failing to acknowledge disillusioned Gen Z voters' struggles with unemployment and affordability.
""The first ste… [+2361 chars]",2025-12-01T15:58:15Z,https://www.foxnews.com/media/nikki-haleys-son-urges-gop-step-gen-z-reaches-breaking-point-jobs-housing,Right,USA,Negative,-0.7184,0.096,0.202,0.702,3,Topic_3,former ambassador nikki haleys son nalin haley monday accused republicans failing acknowledge disillusioned gen voters struggles unemployment affordability first ste chars,
fox-news,Kathy Griffin says she’s made ‘Trumper friends’ years after bloody Trump photo sparked outrage,Comedian Kathy Griffin reveals she now has President Donald Trump supporter friends years after her controversial 2017 photo sparked outrage and career consequences.,Comedian Kathy Griffin is reflecting on the backlash from her controversial 2017 photo featuring a mock severed head of President Donald Trump that ignited national outrage. She said her outlook has … [+2077 chars],2025-12-01T15:52:50Z,https://www.foxnews.com/media/kathy-griffin-says-shes-made-trumper-friends-years-after-bloody-trump-photo-sparked-outrage,Right,USA,Negative,-0.5423,0.159,0.23,0.611,2,Topic_2,comedian kathy griffin reflecting backlash controversial photo featuring mock severed head president donald trump ignited national outrage said outlook chars,
fox-news,Navy veteran who beat CNN accuses federal judge of 'bias' in AP defamation appeal filing,"Navy veteran Zachary Young appealed the dismissal of his defamation case against Associated Press, claiming a judge showed bias with his ""bad sequel"" comparison.","The U.S. Navy veteran who successfully sued CNN for defamation earlier this year has filed an appeal for his defamation suit against the Associated Press, accusing the judge of a ""lack of judicial de… [+3727 chars]",2025-12-01T15:36:30Z,https://www.foxnews.com/media/navy-veteran-who-beat-cnn-accuses-federal-judge-bias-ap-defamation-appeal-filing,Right,USA,Negative,-0.743,0.0,0.173,0.827,2,Topic_2,navy veteran successfully sued cnn defamation earlier year filed appeal defamation suit associated press accusing judge lack judicial chars,
fox-news,Accused CEO assassin Luigi Mangione asks judge to toss evidence from his arrest,Accused assassin Luigi Mangione faces murder trial as court weighs admissibility of backpack evidence and police statements in the high-profile case.,Accused assassin Luigi Mangione returned to court Monday for the first of three hearings in which his lawyers will ask the court to toss evidence in the assassination of UnitedHealthcare CEO Brian Th… [+1884 chars],2025-12-01T14:55:58Z,https://www.foxnews.com/us/accused-ceo-assassin-luigi-mangione-asks-judge-toss-evidence-from-his-arrest,Right,USA,Negative,-0.8885,0.0,0.277,0.723,2,Topic_2,accused assassin luigi mangione returned court monday first three hearings lawyers ask court toss evidence assassination unitedhealthcare ceo brian chars,
fox-news,Kentucky fires head football coach Mark Stoops after he made bold statement: reports,"The Kentucky Wildcats reportedly fired football coach Mark Stoops on Sunday after he said there was a ""zero percent"" chance he would step down.","The Kentucky Wildcats fired head football coach Mark Stoops on Sunday, according to multiple reports.
The Wildcats ended the regular season with a 41-0 loss to the Louisville Cardinals. Stoops said … [+1662 chars]",2025-12-01T14:29:49Z,https://www.foxnews.com/sports/kentucky-fires-head-football-coach-mark-stoops-after-he-made-bold-statement-reports,Right,USA,Neutral,0.0,0.112,0.087,0.801,2,Topic_2,kentucky wildcats fired head football coach mark stoops sunday according multiple reports wildcats ended regular season loss louisville cardinals stoops said chars,
fox-news,Trump hit with setback as court rules Alina Habba unlawfully served as top federal prosecutor in New Jersey,"The U.S. Court of Appeals for the Third Circuit issued a decision on Alina Habba, a fiery Trump loyalist appointed to serve as the acting U.S. attorney in New Jersey.","An appellate court found on Monday that Alina Habba is unlawfully serving as the top prosecutor in New Jersey, delivering a blow to President Donald Trump as he fights to keep his preferred nominees … [+3816 chars]",2025-12-01T14:12:43Z,https://www.foxnews.com/politics/trump-hit-setback-court-rules-alina-habba-unlawfully-served-top-federal-prosecutor-new-jersey,Right,USA,Positive,0.2263,0.087,0.048,0.865,2,Topic_2,appellate court found monday alina habba unlawfully serving top prosecutor new jersey delivering blow president donald trump fights keep preferred nominees chars,
fox-news,Trump’s global health strategy could mark a turning point in the AIDS battle,World AIDS Day highlights Trump's goal to end AIDS by 2030 through PEPFAR's lifesaving work and new breakthrough HIV prevention drug partnerships.,"World AIDS Day is a time to remember all those who have passed away from the HIV virus, and a time to recognize and reaffirm our nations historic and heroic lifesaving efforts to end the preventable … [+4864 chars]",2025-12-01T14:00:55Z,https://www.foxnews.com/opinion/trumps-global-health-strategy-could-mark-turning-point-aids-battle,Right,USA,Negative,-0.3818,0.0,0.073,0.927,2,Topic_2,world aids day time remember passed away hiv virus time recognize reaffirm nations historic heroic lifesaving efforts end preventable chars,
